name,email,phone,address,other_info
Vilkaviškio rajono savivaldybė Pajevonio seniūnija,,(8 342) 66 033,"Kodas 1886 26994,Pajevonio k., LT-70354, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Pilviškių seniūnija,,(8 342) 66 034,"Kodas 2886 26080,Mokyklos g. 1, Pilviškių mstl., LT-70486, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Vilkaviškio miesto seniūnija,,(8 342) 66 045,"Kodas 1886 27039,J.Basanavičiaus a. 7, LT-70101, Vilkaviškis",
Vilkaviškio rajono savivaldybė Virbalio seniūnija,,(8 342) 66 050,"Kodas 1886 26656, Vilniaus g. 13, LT-70386, Virbalis, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Vištyčio seniūnija,,(8 342) 66 055,"Kodas 1886 27181, Taikos g. 1, Vištyčio mstl., LT-70346, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Šeimenos seniūnija,,(8 342) 66 044,"Kodas 1886 26122,J.Basanavičiaus a. 7, LT-70101, Vilkaviškis",
Vilniaus miesto savivaldybė Antakalnio seniūnija,antakalnio.s@vilnius.lt,(8 5) 211 2916,"Antakalnio g. 36, LT-10305, Vilnius",
Vilniaus miesto savivaldybė Fabijoniškių seniūnija,Fabijoniskiu.seniunija@Vilnius.LT,(8 5) 265 8901,"S. Stanevičiaus g. 24, LT-07102, Vilnius",
Vilniaus miesto savivaldybė Grigiškių seniūnija,grigiskiu.seniunija@vilnius.lt,(8 5) 211 2928,"Vilniaus g. 6, LT-27101, Grigiškės, Vilniaus m. sav.",
Vilniaus miesto savivaldybė Justiniškių seniūnija,justiniskiu.seniunija@vilnius.lt,(8 5) 265 8909,"Rygos g. 15, LT-05245, Vilnius",
Vilniaus miesto savivaldybė Karoliniškių seniūnija,Karoliniskiu.Seniunija@Vilnius.Lt,(8 5) 265 8918,"L. Asanavičiūtės g. 20/2, LT-2050, Vilnius",
Vilniaus miesto savivaldybė Lazdynų seniūnija,lazdynu.sen.list@vilnius.lt,(8 5) 265 8926,"Erfurto g. 29, LT-04220, Vilnius",
Vilniaus miesto savivaldybė Naujamiesčio seniūnija,naujamiescio.seniunija@vilnius.lt,(8 5) 211 2901,"Gedimino pr. 15, LT-01103, Vilnius",
Vilniaus miesto savivaldybė Naujininkų seniūnija,naujininku.seniunija@vilnius.lt,(8 5) 211 2939,"Kauno g. 3 / Aguonų g. 26 , LT-03212, Vilnius",
Vilniaus miesto savivaldybė Naujosios Vilnios seniūnija,NaujosVilnios.Seniunija@Vilnius.lt,(8 5) 211 2940,"Pergalės g. 8, LT-11201, Vilnius",
Vilniaus miesto savivaldybė Panerių seniūnija,paneriu.seniunija@vilnius.lt,(8 5) 211 2949,"Žalioji a. 3, LT-02232, Vilnius",
Vilniaus miesto savivaldybė Pašilaičių seniūnija,Pasilaiciu.Seniunija@Vilnius.lt,(8 5) 211 2957,"Žemynos g.1, LT-06126, Vilnius",
Vilniaus miesto savivaldybė Pilaitės seniūnija,pilaites.seniunija@vilnius.lt,(8 5) 211 2965,"Vydūno g. 20, LT-06205, Vilnius",
Vilniaus miesto savivaldybė Rasų seniūnija,rasu.s@vilnius.lt,(8 5) 265 8932,"Žemaitijos g. 9, LT-01134, Vilnius",
Vilniaus miesto savivaldybė Senamiesčio seniūnija,senamiescio.s@vilnius.lt,(8 5) 211 2979,"Odminių g. 3, LT-01122, Vilnius",
Vilniaus miesto savivaldybė Verkių seniūnija,verkiu.seniunija@vilnius.lt,(8 5) 211 2911,"Kalvarijų g. 156, LT-08207, Vilnius",
Vilniaus miesto savivaldybė Vilkpėdės seniūnija,Vilkpedes.seniunija@vilnius.lt,(8 5) 265 8950,"Savanorių pr. 49/12, LT-03130, Vilnius",
Vilniaus miesto savivaldybė Viršuliškių seniūnija,virsuliskiu.seniunija@vilnius.lt,(8 5) 265 8961,"Viršuliškių g. 34, LT-05110, Vilnius",
Vilniaus miesto savivaldybė Šeškinės seniūnija,seskines.s@vilnius.lt,(8 5) 265 8941,"Šeškinės g. 30, LT-07157, Vilnius",
Vilniaus miesto savivaldybė Šnipiškių seniūnija,Snipiskiu.Seniunija@vilnius.lt,(8 5) 211 2980,"A. Juozapavičiaus g. 10A, LT-09311, Vilnius",
Vilniaus miesto savivaldybė Žirmūnų seniūnija,Zirmunu.seniunija@vilnius.lt,(8 5) 211 2988,"Žirmūnų g. 143, LT-09128, Vilnius",
Vilniaus miesto savivaldybė Žvėryno seniūnija,zveryno.seniunija@vilnius.lt,(8 5) 265 8965,"S. Moniuškos g. 27, LT-08115, Vilnius",
Vilniaus rajono savivaldybė Avižienių seniūnija,avizieniuseniunija@vrsa.lt,"(8 5) 240 3485, 240 3447","Sudervės g. 9, Avižienių k., LT-14013 Vilniaus r.",
Vilniaus rajono savivaldybė Bezdonių seniūnija,bezdoniuseniunija@vrsa.lt,"(8 5) 269 6431, 269 6416","Statybininkų g. 9, Bezdonių mstl., LT-15202 Vilniaus r.",
Vilniaus rajono savivaldybė Buivydžių seniūnija,buivydziuseniunija@vrsa.lt,(8 5) 255 8347,"Buivydžių k., LT-15036 Vilniaus r.",
Vilniaus rajono savivaldybė Dūkštų seniūnija,dukstuseniunija@vrsa.lt,(8 5) 259 9235,"Pijorų g. 1, Dūkštų k., LT-14222 Vilniaus r.",
Vilniaus rajono savivaldybė Juodšilių seniūnija,juodsiliuseniunija@vrsa.lt,"(8 5) 269 8167, 269 8121","Mokyklos g. 9, Juodšilių k., LT-14001 Vilniaus r.",
Vilniaus rajono savivaldybė Kalvelių seniūnija,kalveliuseniunija@vrsa.lt,"(8 5) 249 5240, 249 5140","Bažnyčios g. 7a, Kalvelių k., LT-13149 Vilniaus r.",
Vilniaus rajono savivaldybė Lavoriškių seniūnija,lavoriskiuseniunija@vrsa.lt,(8 5) 249 4893,"Liepos g. 6, Lavoriškių k., LT-15232 Vilniaus r.",
Vilniaus rajono savivaldybė Maišiagalos seniūnija,maisiagalosseniunija@vrsa.lt,(8 5) 249 4275,"Kiemelių g. 11, Maišiagalos mstl., LT-14025 Vilniaus r.",
Vilniaus rajono savivaldybė Marijampolio seniūnija,marijampolioseniunija@vrsa.lt,"(8 5) 254 3232, 254 3231","Liepų g. 24, Marijampolio k., LT-13210 Vilniaus r.",
Vilniaus rajono savivaldybė Medininkų seniūnija,medininkuseniunija@vrsa.lt,"(8 5) 259 7290, 259 7218","Medaus g. 12, Medininkų k., LT-13192 Vilniaus r.",
Vilniaus rajono savivaldybė Mickūnų seniūnija,mickunuseniunija@vrsa.lt,"(8 5) 238 6230, 238 6246","Mickūnų g. 3, Mickūnų mstl., LT-13115 Vilniaus r.",
Vilniaus rajono savivaldybė Nemenčinės miesto seniūnija,nemencinesmiestoseniunija@vrsa.lt,"(8 5) 237 1222, 237 2543","Švenčionių g. 11, Nemenčinės m., LT-15019 Vilniaus r.",
Vilniaus rajono savivaldybė Nemenčinės seniūnija,nemencinesseniunija@vrsa.lt,"237 14 36, 238 11 03","Nemenčinės s., Nemenčinė Kranto g. 24 LT-15177 Vilniaus r.",
Vilniaus rajono savivaldybė Nemėžio seniūnija,nemezioseniunija@vrsa.lt,"(8 5) 235 5296, 235 5223","V. Sirokomlės g. 8, Nemėžio k., LT-13260 Vilniaus r.",
Vilniaus rajono savivaldybė Paberžės seniūnija,paberzesseniunija@vrsa.lt,"(8 5) 258 6222, 258 6283","Vilniaus g. 29, Paberžės k., LT-14031 Vilniaus r.",
Vilniaus rajono savivaldybė Pagirių seniūnija,pagiriuseniunija@vrsa.lt,"(8 5) 260 5157, 260 5444","Šiltnamių g. 10-K2, Pagirių k., LT-14114 Vilniaus r.",
Vilniaus rajono savivaldybė Riešės seniūnija,riesesseniunija@vrsa.lt,"(8 5) 246 9431, 246 9432","Molėtų g. 16, Didžiosios Riešės k., LT-14260 Vilniaus r.",
Vilniaus rajono savivaldybė Rudaminos seniūnija,rudaminosseniunija@vrsa.lt,"(8 5) 232 0148, 232 0123","Statybos g. 8, Rudaminos k., LT-13248 Vilniaus r.",
Vilniaus rajono savivaldybė Rukainių seniūnija,rukainiuseniunija@vrsa.lt,"(8 5) 235 2133, 235 2016","Mokytojų g. 7, Rukainių k., LT-13177 Vilniaus r.",
Vilniaus rajono savivaldybė Sudervės seniūnija,sudervesseniunija@vrsa.lt,"(8 5) 249 0220, 249 0246, 249 0016, 249 0251","Vilniaus g. 25, Sudervės k., LT-14201 Vilniaus r.",
Vilniaus rajono savivaldybė Sužionių seniūnija,suzioniuseniunija@vrsa.lt,"(8 5) 250 5422, 250 5448","Kalvinės g. 1, Sužionių k., LT-15112 Vilniaus r.",
Vilniaus rajono savivaldybė Zujūnų seniūnija,zujunuseniunija@vrsa.lt,"(8 5) 235 3386, 235 3320","Buivydiškių g. 3, Zujūnų k., LT-14010 Vilniaus r.",
Vilniaus rajono savivaldybė Šatrininkų seniūnija,satrininkuseniunija@vrsa.lt,(8 5) 249 4018,"Vėliučionių pšt., LT-13132 Vilniaus r.",
Zarasų rajono savivaldybė Antalieptės seniūnija,antaliepte@zarasai.lt,(8 385)57250,"Antalieptės km., Zarasų r.",
Zarasų rajono savivaldybė Antazavės seniūnija,antazave@zarasai.lt,(8 385)41325,"Antazavės km., Zarasų r.",
Zarasų rajono savivaldybė Degučių seniūnija,,(8 385)43524,"Zarasų g. 8, Degučių km., Zarasų r. LT-32232",
Zarasų rajono savivaldybė Dusetų seniūnija,,(8 385)56566,"Kazimiero Būgos g. 31A, Dusetos, Zarasų r.",
Zarasų rajono savivaldybė Imbrado seniūnija,,(8 385)42240,"Imbrado km., Zarasų sav., Zarasų r.",
Zarasų rajono savivaldybė Salako seniūnija,,(8 385)59297,"Laisvoji aikštė 1, Salakas, Zarasų r.",
Zarasų rajono savivaldybė Suvieko seniūnija,,(8 385)43217,"Suviekų paštas, Suviekų km., LT-32271, Zarasų r.",
Zarasų rajono savivaldybė Turmanto seniūnija,,(8 385)58231,"Zarasų g. 38, Turmantas, LT-32205, Zarasų r.",
Zarasų rajono savivaldybė Zarasų miesto seniūnija,,(8 385)30511,"Savanorių g. 2, Zarasai, LT-32109",
Zarasų rajono savivaldybė Zarasų seniūnija,,(8 385)37182,"Savanorių g. 2, Zarasai, LT-32109",
Šakių rajono savivaldybė Barzdų seniūnija,,8 (345) 48216,"LT-71282, Barzdų paštas, Šakių rajonas",
Šakių rajono savivaldybė Gelgaudiškio seniūnija,,8 (345) 55156,"Taikos 51a, Gelgaudiškio paštas, LT-71430, Šakių rajonas",
Šakių rajono savivaldybė Griškabūdžio seniūnija,,8 (345) 41253,"J.Jablonskio g.2, Griškabūdžio miestelis, Šakių rajonas, LT-71293",
Šakių rajono savivaldybė Kidulių seniūnija,,8 (345) 62237,"Ateities g. 1, Kiduliai LT-71404",
Šakių rajono savivaldybė Kriūkų seniūnija,,8 (345) 42425,"Mokyklos g. 1, Kriūkai LT-71216",
Šakių rajono savivaldybė Kudirkos Naumiesčio seniūnija,,8 (345) 57374,"S.Dariaus ir Girėno g.24, Kudirkos Naumiestis, LT – 71317 Šakių r.",
Šakių rajono savivaldybė Lekėčių seniūnija,,8 (345) 60601,"Kauno g. 15c, Lekėčiai, LT-71226, Šakių rajonas",
Šakių rajono savivaldybė Lukšių seniūnija,,8 (345) 44268,"A. Tatarės g. 35, Lukšiai, Šakių rajonas, LT-71180",
Šakių rajono savivaldybė Plokščių seniūnija,,8 (345) 42 828,"Plokščių kaimas, LT – 71483 Šakių rajonas",
Šakių rajono savivaldybė Sintautų seniūnija,,8 (345) 45041,"P.Vaičaičio g. 32, Sintautai Šakių rajonas",
Šakių rajono savivaldybė Slavikų seniūnija,,8 (345) 43267,"Slavikų km, Slavikų pšt, LT-71361, Šakių rajonas",
Šakių rajono savivaldybė Sudargo seniūnija,,8 (345) 43343,"Sudargas, Šakių raj. LT-71074",
Šakių rajono savivaldybė Šakių seniūnija,,8 (345) 52207,"Bažnyčios 10/12, LT-71120, Šakiai",
Šakių rajono savivaldybė Žvirgždaičių seniūnija,,8 (345) 41220,"A.Liorentaitės g.-18, Žvirgždaičių miestelis, LT-71305, Šakių rajonas",
Šalčininkų rajono savivaldybė Akmenynės seniūnija,,(8-380) 43 644,Akmenynės k. LT-17293 Šalčininkų r.,
Šalčininkų rajono savivaldybė Baltosios Vokės seniūnija,,(8-380) 43 592,"Vilniaus g. 17, Baltoji Vokė LT-17235 Šalčininkų r.",
Šalčininkų rajono savivaldybė Butrimonių seniūnija,,(8-380) 45 672,Butrimonių k. LT-17157 Šalčininkų r.,
Šalčininkų rajono savivaldybė Dainavos seniūnija,,(8-380) 47 717,Dainavos k. LT-17192 Šalčininkų r.,
Šalčininkų rajono savivaldybė Dieveniškių seniūnija,,(8-380) 54 283,Vilniaus g. 8 Dieveniškės LT-17139 Šalčininkų r.,
Šalčininkų rajono savivaldybė Eišiškių seniūnija,,(8-380) 56 475,Gegužės a. 19 Eišiškės LT-17169 Šalčininkų r.,
Šalčininkų rajono savivaldybė Gerviškių seniūnija,,(8-380) 46 117,Gerviškių k. LT-17146 Šalčininkų r.,
Šalčininkų rajono savivaldybė Jašiūnų seniūnija,,(8-380) 35476,Saulėtoji g. 7 Jašiūnai LT-17248 Šalčininkų r.,
Šalčininkų rajono savivaldybė Kalesninkų seniūnija,,(8-380) 48 317,Kalesninkų k. LT-17185 Šalčininkų r.,
Šalčininkų rajono savivaldybė Pabarės seniūnija,,(8-380) 48 119,"Pabarės k., Jundzilo g. 43 LT-17201 Šalčininkų r.",
Šalčininkų rajono savivaldybė Poškonių seniūnija,,(8-380) 46 634,Poškonių k. LT-17134 Šalčininkų r.,
Šalčininkų rajono savivaldybė Turgelių seniūnija,,(8-380) 41 304,"Ilgoji g. 4, Turgelių k. LT-17285 Šalčininkų r.",
Šalčininkų rajono savivaldybė Šalčininkų seniūnija,,(8-380) 52 376,Vilniaus g. 30 LT-17108 Šalčininkai,
Šiaulių miesto savivaldybė Medelyno seniūnija,,(8 41) 42 52 97,"Birutės g. 40, LT-81189 Šiauliai",
Šiaulių miesto savivaldybė Rėkyvos seniūnija,,(8 41) 39 22 60,"Energetikų g. 6-39, Rėkyva LT-79236 Šiauliai",
Šiaulių rajono savivaldybė Bubių seniūnija,,(8 41)388750,"Šilojų g. 1, Bubiai",
Šiaulių rajono savivaldybė Ginkūnų seniūnija,,(8 41) 507025,"Žeimių g. 9, Ginkūnai",
Šiaulių rajono savivaldybė Gruzdžių seniūnija,,(8 41) 372347,"J. Šliūpo g. 2, Gruzdžiai",
Šiaulių rajono savivaldybė Kairių seniūnija,,"(841) 374 169, (841) 374 180","Plento g. 2 LT-80114, Kairiai Šialių r. sav.",
Šiaulių rajono savivaldybė Kuršėnų kaimiškoji seniūnija,,(8 41) 581440,"J. Basanavičiaus g. 5, Kuršėnai",
Šiaulių rajono savivaldybė Kuršėnų miesto seniūnija,,(8 41) 581644,"J. Basanavičiaus g. 5, Kuršėnai",
Šiaulių rajono savivaldybė Kužių seniūnija,,(8 41) 375441,"Vilties g. 2, Kužiai",
Šiaulių rajono savivaldybė Meškuičių seniūnija,,(8 41) 370633,"Šiaulių g. 15, Meškuičiai",
Šiaulių rajono savivaldybė Raudėnų seniūnija,,(8 41) 376625,"Tryškių g. 6, Raudėnai, Šiaulių raj.",
Šiaulių rajono savivaldybė Šakynos seniūnija,,(8 41) 377636,"Šiaulių g. 18, Šakyna, Šiaulių raj.",
Šiaulių rajono savivaldybė Šiaulių kaimiškoji seniūnija,,(8 41) 596692,"Vilniaus g. 324, Vijolių kaimas Šiaulių rajonas",
Šilalės rajono savivaldybė Bijotų seniūnija,,(8 449) 41 423,"Dionizo Poškos g. 6 – 1, Bijotai, LT-75224 Šilalės r.",
Šilalės rajono savivaldybė Bilionių seniūnija,,,Bilionių km. LT – 75403 Šilalės r. sav.,
Šilalės rajono savivaldybė Didkiemio seniūnija,,(8 449) 42 981,Didkiemio k.Šilalės r.,
Šilalės rajono savivaldybė Kaltinėnų seniūnija,,(8 449) 57 404,"Varnių g.7, Kaltinėnų mstl., 75451 Šilalės r. sav.",
Šilalės rajono savivaldybė Kvėdarnos seniūnija,,(8 449) 55 288,"S.Dariaus ir S.Girėno g. 24, Kvėdarnos mstl., 75348 Šilalės r. sav.",
Šilalės rajono savivaldybė Laukuvos seniūnija,,(8 449) 56 362,"Eitvydaičių g.1, Laukuvos mstl., 75408 Šilalės r. sav.",
Šilalės rajono savivaldybė Pajūrio seniūnija,,(8 449) 58 166,"Dariaus ir Girėno g. 33, Pajūrio mstl., 75289 Šilalės r.sav.",
Šilalės rajono savivaldybė Palentinio seniūnija,,(8 449) 42 347,"Palentinio k., 75441 Šilalės r. sav.",
Šilalės rajono savivaldybė Tenenių seniūnija,,(8 449) 43 290,"Tenenių mstl., 75300 Šilalės r. sav.",
Šilalės rajono savivaldybė Traksėdžio seniūnija,,(8 449) 70 052,"Basanavičiaus g.5, Šilalė, LT –76135",
Šilalės rajono savivaldybė Upynos seniūnija,,(8 449) 46 632,"Dariaus ir Girėno g. 2, Upynos mstl., Upynos sen., Šilalės r. LT-75243",
Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija,,(8 449) 76 127,"J.Basanavičiaus g. 2, Šilalė LT – 75136",
Šilalės rajono savivaldybė Šilalės miesto seniūnija,,(8 449) 76 128,"J.Basanavičiaus g. 2, Šilalė, LT-75136",
Šilalės rajono savivaldybė Žadeikių seniūnija,,(8 449) 41 672,"Žadeikių k., LT-75361 Šilalės r.",
Šilutės rajono savivaldybė Gardamo seniūnija,,8-441-43266,"Liepų g. 4, LT-99417 Gardamas, Šilutės r.",
Šilutės rajono savivaldybė Juknaičių seniūnija,,8-441-58 618,"Šiloko g. 3, Juknaičiai, LT-99331 Šilutės rajonas",
Šilutės rajono savivaldybė Katyčių seniūnija,,8-441-41541,"Katyčiai, Šilutės r.",
Šilutės rajono savivaldybė Kintų seniūnija,,,"Kintų mstl., Šilutės rajonas, LT- 99358",
Šilutės rajono savivaldybė Rusnės seniūnija,,8-441-58113,"Neringos g. 7, Rusnė, , LT-99350, Šilutės rajonas",
Šilutės rajono savivaldybė Saugų seniūnija,,(8 441) 46 038,"Mažosios Lietuvos g.4, Saugos, LT-99402 Šilutės r.",
Šilutės rajono savivaldybė Usėnų seniūnija,,8-441-40118,"Usėnai, LT-5734 Šilutės r.",
Šilutės rajono savivaldybė Vainuto seniūnija,,8-441-44118,"Vainuto mstl., Baranausko g.7, LT-99431 Šilutės r.",
Šilutės rajono savivaldybė Šilutės seniūnija,,8-441-62120,"Lietuvininkų g.17, 99134 Šilutė",
Šilutės rajono savivaldybė Švėkšnos seniūnija,,8-441-48317,"Liepų a. Nr. 24, Švėkšna",
Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija,,(8 441) 59735,"Klaipėdos g.1, Žemaičių Naumiestis, LT-99207 Šilutės r.",
Širvintų rajono savivaldybė Alionių seniūnija,,(8 382) 437 85,"Alionys I, LT – 19143 Širvintų rajonas",
Širvintų rajono savivaldybė Gelvonų seniūnija,,(8 382) 42 181,"Gelvonai, Širvintų rajonas, LT-19201",
Širvintų rajono savivaldybė Jauniūnų seniūnija,,(8 382) 44 147,"Jauniūnai, LT- 19152 Širvintų rajonas",
Širvintų rajono savivaldybė Kernavės seniūnija,,(8 382) 47 350,"Kerniaus g. 4, Kernavė, LT- 19172 Širvintų rajonas",
Širvintų rajono savivaldybė Musninkų seniūnija,,(8 382) 45 188,"Musninkai, Širvintų rajonas, LT- 19185",
Širvintų rajono savivaldybė Zibalų seniūnija,,(8 382) 44 523,"Zibalai, Širvintų rajonas, LT- 19106",
Širvintų rajono savivaldybė Čiobiškio seniūnija,,(8 382) 45 383,"Čiobiškis, LT-19194 Širvintų rajonas",
Širvintų rajono savivaldybė Širvintų seniūnija,,(8 382) 51 341,"Vilniaus g. 86, LT-19120, Širvintos",
Švenčionių rajono savivaldybė Adutiškio seniūnija,,(8 387) 59 257,"Postavų g. 1, Adutiškis, LT-18290 Švenčionių r.",
Švenčionių rajono savivaldybė Cirkliškio seniūnija,,(8 387) 66 182,"Artojų g.2, LT-18122 Cirkliškis, Švenčionių raj.",
Švenčionių rajono savivaldybė Kaltanėnų seniūnija,,(8 387) 44 317,"Švenčionėlių g. 34, LT-18239 Kaltanėnai Švenčionių r.",
Švenčionių rajono savivaldybė Labanoro seniūnija,,(8 387) 47 171,"Labanoras, LT-18235 Švenčionių r.",
Švenčionių rajono savivaldybė Magūnų seniūnija,,(8 387) 49 817,"Magūnų k., LT-18157 Švenčionių r.",
Švenčionių rajono savivaldybė Pabradės miesto seniūnija,,(8 387) 54 332,"Pašto g. 6, LT-18175 Pabradė, Švenčionių r.",
Švenčionių rajono savivaldybė Pabradės seniūnija,,(8 387) 54 233,"Pašto g. 6, LT-18175 Pabradė Švenčionių r.",
Švenčionių rajono savivaldybė Sarių seniūnija,,(8 387) 44 617,"Švenčionių r.sav., LT-18147 Sariai, Malūno g. 5",
Švenčionių rajono savivaldybė Strūnaičio seniūnija,,(8 387) 46 317,Naujas Strūnaitis LT-18131 Švenčionių r.,
Švenčionių rajono savivaldybė Svirkų seniūnija,,(8 387) 48 817,LT-18276 Svirkų k. Švenčionių r.,
Švenčionių rajono savivaldybė Švenčionių miesto seniūnija,,(8 387) 51 733,"Švenčionėlių g. 6A, LT-18112 Švenčionys, Švenčionių r.",
Švenčionių rajono savivaldybė Švenčionių seniūnija,,(8 387) 51 817,"Švenčionėlių g.6A, LT-18112 Švenčionys, Švenčionių r.",
Švenčionių rajono savivaldybė Švenčionėlių miesto seniūnija,,(8 387) 31 233,Švenčionių g. 3 LT-18215 Švenčionėliai,
Švenčionių rajono savivaldybė Švenčionėlių seniūnija,,(8 387) 31 332,Švenčionių g. 3 LT-18215 Švenčionėliai,
