"Seniūnijos pav.","Gatvės pavadinimas","Pastatų numeriai","Komentarai"
"Pilaitės","Sodų 4-oji g.                                               ",,
"Pilaitės","Sodų 5-oji g.                                                ",,
"Pilaitės","Sodų 6-oji g.                                                ",,
"Pilaitės","Sodų 7-oji g.                                                ",,
"Pilaitės","Sodų 8-oji g. ",,
"Pilaitės","Sodų 10-oji g.                                          ",,
"Pilaitės","Stalupėnų g.                                             ",,
"Pilaitės","Šarkuvos g.                                                ",,
"Pilaitės","Tarpučių g.                                                 ",,
"Pilaitės","Taurupės g.                                               ",,
"Pilaitės","Tepliavos g.                                             ",,
"Pilaitės","Tilžės g.                                                 ",,
"Pilaitės","Tolminkiemio g.                                                 ",,
"Pilaitės","Toravos g.                                             ",,
"Pilaitės","Trakėnų g.                                                 ",,
"Pilaitės","Tvenkinių g.                                            ",,
"Pilaitės","Valtarkiemio g.                                                ",,
"Pilaitės","Varnės g.                                           ",,
"Pilaitės","Ventės g.                                               ",,
"Pilaitės","Verdainės g.                                                ",,
"Pilaitės","Vėluvos g.                                              ",,
"Pilaitės","Vilkeliškių g.                                               ",,
"Pilaitės","Virbalio g.                                                 ",,
"Pilaitės","Vištyčio g.                                                ",,
"Pilaitės","Vydūno g.                                                  ",,
"Pilaitės","J.Zauerveino g.                                                 ",,
"Rasų ","Zujūnų g.                                                  ",,
"Rasų ","Žuvininkų g.                                                  ",,
"Rasų ","Aido g.",,
"Rasų ","Akūnės g.","9, 10-14, 15, 16-34 ",
"Rasų ","Balandžių g.",,
"Rasų ","Belmonto g.",,
"Rasų ","Belvederio g.",,
"Rasų ","Birbynių g.",,
"Rasų ","Dailidžių g.",,
"Rasų ","Dalgių g.","2-10000",
"Rasų ","Darbo g.",,
"Rasų ","Dilgynės g.",,
"Rasų ","Dirvonų g.",,
"Rasų ","Dobilų g.",,
"Rasų ","Dunojaus g.","64, 66",
"Rasų ","Drebulės g.","29-35, 36-82, 37-81, 83-99",
"Rasų ","Dzūkų g.",,
"Rasų ","Filaretų g.",,
"Rasų ","Gardino g.",,
"Rasų ","Gegužės g.","l-21, 2-18, 18/2  ",
"Rasų ","Geležinė g.",,
"Rasų ","Juodasis kelias",,
"Rasų ","Juodojo kelio sodų 1-oji","1-9999",
"Rasų ","Juodojo kelio sodų 2-oji",,
"Rasų ","Kalvos g.",,
"Rasų ","Kenos g.",,
"Rasų ","Krėvos g.","1-19; 19A; 19B, 2-10000",
"Rasų ","Kuprijoniškiu g.",,
"Rasų ","Liepkalnio g.",,
"Rasų ","Lyglaukio g.",,
"Rasų ","Markučių g.","(Neporinė pusė iki Filaretų g.), 1-45?",
"Rasų ","Medininkų g.","1-23, 2-22, 25-47",
"Rasų ","Mildos g.",,
"Rasų ","Minsko pl.","20, 24",
"Rasų ","Naručio g.","22-10000",
"Rasų ","Naujininkų g.",,
"Rasų ","Olandų g.",,
"Rasų ","Pakraščio g.","2, 4",
"Rasų ","Paplauj os g.",,
"Rasų ","Pavilnio g.","20, 22, 24, 57/2-9999",
"Rasų ","Peteliškių g.",,
"Rasų ","Pelesos g.",,
"Rasų ","Pipirų g.",,
"Rasų ","Pirčiupio g.",,
"Rasų ","Raguvos g.",,
"Rasų ","Ramybes g.         ","20-10000, 9-9999",
"Rasų ","Ramumų g.",,
"Rasų ","Rasų g.",,
"Rasų ","Ribiškių takas",,
"Rasų ","Ribiškių sodų 1-oji",,
"Rasų ","Ribiškių sodų 2-oji",,
"Rasų ","Ribiškių sodų 3-oji","26-10000, 29-9999",
"Rasų ","Ribiškių Didžioji g.",,
"Rasų ","Rudens g.",,
"Rasų ","Saulėgrąžų g.",,
"Rasų ","Sibiro g.",,
"Rasų ","Skudučių g.",,
"Rasų ","Slėnio g.",,
"Rasų ","Srovės g.",,
"Rasų ","Stadiono g.","1-13, 2-96 ",
"Rasų ","Stalių g.","64-10000, 65-9999",
"Rasų ","Stepono Batoro g.",,
"Rasų ","Subačiaus g.",,
"Rasų ","Sukilėlių g.","2-18, 19, 19B, 21",
"Rasų ","Šarkų g.",,
"Rasų ","Tyzenhauzų g.",,
"Rasų ","Turgelių g.",,
"Rasų ","Varšuvos g.",,
"Rasų ","Veiverių g.",,
"Rasų ","Verslo g.",,
"Rasų ","Vieversių g.","10-30, 11-29",
"Rasų ","Vilnelės g.",,
"Rasų ","P. Višinskio g.",,
"Senamiesčio","Aguonų g. ","2-10000",
"Senamiesčio","M. Antokolskio g.",,
"Senamiesčio","Arklių g.",,
"Senamiesčio","Arsenalo g.",,
"Senamiesčio","Ašmenos g.",,
"Senamiesčio","Augustijonų g.",,
"Senamiesčio","Aukštaičių g.",,
"Senamiesčio","Aušros Vartų g.",,
"Senamiesčio","Baltasis skg.",,
"Senamiesčio","Balstogės g.",,
"Senamiesčio","Barboros Radvilaitės g.",,
"Senamiesčio","J. Basanavičiaus g. ","2-14, 1-13",
"Senamiesčio","Bazilijonų g.",,
"Senamiesčio","Benediktinių g",,
"Senamiesčio","Bernardinų g.",,
"Senamiesčio","Bokšto g.",,
"Senamiesčio","Šv. Brunono Bonifaco g.",,
"Senamiesčio","M. Daukšos g.",,
"Senamiesčio","Didžioji g.",,
"Senamiesčio","Dysnos g.",,
"Senamiesčio","Dominikonų g.",,
"Senamiesčio","Dobužinskio g.",,
"Senamiesčio","Šv. Dvasios g.",,
"Senamiesčio","S. Daukanto aikštė",,
"Senamiesčio","Drujos g.",,
"Senamiesčio","Etmonų g.",,
"Senamiesčio","Filaretų g.","2-20, 1-25",
"Senamiesčio","Gaono g.",,
"Senamiesčio","Geležinkelio g. ","1-5,",
"Senamiesčio","Gedimino pr.","2-18, 1-11",
"Senamiesčio","Gėlių g.",,
"Senamiesčio","Gervėčių g.",,
"Senamiesčio","Šv. Ignoto g.",,
"Senamiesčio","Islandijos g.",,
"Senamiesčio","Išganytojo g.",,
"Senamiesčio","Jogailos g. ","2-10000",
"Senamiesčio","Šv. Jono g.",,
"Senamiesčio","K. Kalinausko g. ","2-10,",
"Senamiesčio","Karmelitų g.",,
"Senamiesčio","Kauno g. ","2-12, 1-3",
"Senamiesčio","Katedros aikštė",,
"Senamiesčio","Šv. Kazimiero g.",,
"Senamiesčio","Kėdainių g.",,
"Senamiesčio","Klaipėdos g.",,
"Senamiesčio","T. Kosciuškos g.",,
"Senamiesčio","Kreivasis skg.",,
"Senamiesčio","Kranto g.",,
"Senamiesčio","Krivių g.",,
"Senamiesčio","Krivulės g.",,
"Senamiesčio","Kruopų g.",,
"Senamiesčio","Kūdrų g.",,
"Senamiesčio","Labdarių g.",,
"Senamiesčio","Lapų g.",,
"Senamiesčio","Latako g.",,
"Senamiesčio","Ž. Liauksmino g.",,
"Senamiesčio","Liejyklos g.",,
"Senamiesčio","Ligoninės g.",,
"Senamiesčio","Literatų g.",,
"Senamiesčio","Lydos g.",,
"Senamiesčio","Maironio g.",,
"Senamiesčio","Malūnų g.",,
"Senamiesčio","Mielagėnų g.",,
"Senamiesčio","Mėsinių g.",,
"Senamiesčio","Šv. Mikalojaus g.",,
"Senamiesčio","Mindaugo g.","2-18, 36/12-42",
"Senamiesčio","Šv. Mykolo g.",,
"Senamiesčio","Naugarduko g. ","2-10,  1-7",
"Senamiesčio","Odminių g.",,
"Senamiesčio","Olandų g. ","1-9999",
"Senamiesčio","Palangos g.",,
"Senamiesčio","Pasažo skg.",,
"Senamiesčio","Paupio g.",,
"Senamiesčio","Pilies g.",,
"Senamiesčio","Plačioji g.",,
"Senamiesčio","Polocko g.",,
"Senamiesčio","Pranciškonų g.",,
"Senamiesčio","Punsko g.","1-9999,",
"Senamiesčio","Pylimo g. ","5-65, 2-10000",
"Senamiesčio","Radvilų g.",,
"Senamiesčio","Rasų g. ","1-9, 9A, 2-18",
"Senamiesčio","Raugyklos g.",,
"Senamiesčio","Rusų g.",,
"Senamiesčio","Rūdninkų g.",,
"Senamiesčio","Savičiaus g.",,
"Senamiesčio","Seinų g.","2-10000",
"Senamiesčio","K. Sirvydo g.",,
"Senamiesčio","S. Skapo g.",,
"Senamiesčio","Sluškų g.",,
"Senamiesčio","Sodų g. ","1-25,  2-14",
"Senamiesčio","Šv. Stepono g. ","2-38, 1-31",
"Senamiesčio","Stiklių g.",,
"Senamiesčio","A. Strazdelio g.",,
"Senamiesčio","L. Stuokos–Gucevičiaus g.",,
"Senamiesčio","Subačiaus g.","2-60, 1-49",
"Senamiesčio","Šaltinių g.","13-17, 22, 28A, 26-48",
"Senamiesčio","Šiaulių g.",,
"Senamiesčio","Šiltadaržio g.",,
"Senamiesčio","Šopeno g.",,
"Senamiesčio","K. Škirpos alėja",,
"Senamiesčio","Švarco g.",,
"Senamiesčio","Šventaragio g.",,
"Senamiesčio","Švenčionių g.",,
"Senamiesčio","Teatro g.",,
"Senamiesčio","Tilto g.",,
"Senamiesčio","Totorių g.",,
"Senamiesčio","Trakų g.",,
"Senamiesčio","Universiteto g.",,
"Senamiesčio","Užupio g.",,
"Senamiesčio","K. Vanagėlio g.",,
"Senamiesčio","S. Vainiūno g.",,
"Senamiesčio","Varpų g.",,
"Senamiesčio","Vilniaus g. ","15-47, 2-10000",
"Senamiesčio","Vingrių g.",,
"Senamiesčio","Visų Šventųjų g.",,
"Senamiesčio","Vitebsko g.",,
"Senamiesčio","P. Višinskio ","1-9999",
"Senamiesčio","Vokiečių g.",,
"Senamiesčio","A. Volano g.",,
"Senamiesčio","T. Vrublevskio g.",,
"Senamiesčio","Zarasų g. ","1-9999",
"Senamiesčio","Žemaitijos g.",,
"Senamiesčio","Žydų g.",,
"Senamiesčio","Žygimantų g.",,
"Senamiesčio","Žvirgždyno g.",,
"Senamiesčio","Žiupronių g.",,
"Šeškinės","Zarasų g.","1, 3-25,  4-30",
"Šeškinės","Žibuoklių g.","2, 2A, 5, 6, 8-12, 9-11, 12A, 12B, 13, 14, 15, 16, 19, 22, 26",
"Šeškinės","Anykščių g.","1-7, 2-8, 8A, 9, 9A, 10, 11, 12, 13, 15, 16, 17, 19-41, 45",
"Šeškinės","Buivydiškių g. ","1-29, 24, 26, 30, 32, 34",
"Šeškinės","Čiobiškio g. ","1, 2, 2A, 3, 4, 5, 6, 6A, 6B, 7, 7A, 8-30, 9, 11, 16A, 18, 18A, 34",
"Šeškinės","Deltuvos g.","1, 1A, 2-62, 3-61, 7A, 9A, 17A, 22A, 25A, 27A, 28A, 37A, 42A, 47A, 48A, 49A, 50A, 52A, 53A, 60A, 62A, 68, 70",
"Šeškinės","Dūkštų g.","47-73, 49A, 53A, 55A, 65A, 71A, 71B, 73A",
"Šeškinės","Gelvonų g.","1, 2-24, 4A, 5-9, 5A, 20A",
"Šeškinės","Laisvės pr.","20-32, 22A, 25, 28A, 30A, 30B, 37-41",
"Šeškinės","Musninkų g.","2, 2A, 3-7, 5A, 6-32, 6B, 22A, 28A",
"Šeškinės","Ozo g.","1-17, 9A",
"Šeškinės","Paberžės g.","1-31, 2-14, 22-30",
"Šeškinės","Paribio g. ","1-garažas",
"Šeškinės","Siesikų g.","1-21, 2-6, 3A, 22-32, 22A, 25, 28A, 29-35, 43-53, 45A, 45C, 49A, 51A, 55A, 59, 59A, 61A, 63-75, 65A, 69, 71A, 79",
"Šeškinės","Sudervės kelias ","123A, 125, 132-138, 135-139, 141, 142-146, 143, 149, 152, 156, 156A, 158, 163, 165, 173, 184, 184A, 186, 192-216, 192A, 196A, 202A, 212A, 220, 221, 224-236, 228A, 230, 234A",
"Šeškinės","Šeškinės g.","1-27, 2-30, 30A",
"Šeškinės","Ukmergės g.","2-8, 11-19, 14, 18-24, 28-32, 36-42,",
"Šeškinės","Upytės g.","1, 3, 5, 7, 9, 11, 13, 15, 17, 19",
"Šeškinės","Želvos g.",,
"Šeškinės","Paribio",,
"Šeškinės","Šeškinės sodų",,
"Šnipiškių","Šeškinės sodų 1-oji",,
"Šnipiškių","Šeškinės sodų 2-oji","43, 45",
"Šnipiškių","Alantos g.",,
"Šnipiškių","Apkasų g. ",,
"Šnipiškių","Ceikinių g.",,
"Šnipiškių","Daugėliškio g.",,
"Šnipiškių","Dubingių g.",,
"Šnipiškių","Durpių g.",,
"Šnipiškių","S.Fino g.","1-37, 37A, 39, 41A",
"Šnipiškių","Giedraičių g.",,
"Šnipiškių","Geležinio Vilko g. ","1-81, 2-200",
"Šnipiškių","A.Juozapavičiaus g.",,
"Šnipiškių","Kalvarijų g.",,
"Šnipiškių","Kaltanėnų g.",,
"Šnipiškių","Konstitucijos pr.",,
"Šnipiškių","Krokuvos g.",,
"Šnipiškių","Kernavės g.",,
"Šnipiškių","Linkmenų g.",,
"Šnipiškių","Lvovo g.",,
"Šnipiškių","Maišiagalos g.",,
"Šnipiškių","Manto g.","1-51",
"Šnipiškių","Molėtų g.",,
"Šnipiškių","Ozo g. ","2-10000",
"Šnipiškių","Ratnyčios g.",,
"Šnipiškių","Rinktinės g. ",,
"Šnipiškių","Rudnios g.",,
"Šnipiškių","Saracėnų g.",,
"Šnipiškių","Slucko g.","1-17, 12-28",
"Šnipiškių","Šatrijos g.",,
"Šnipiškių","Šeimyniškių g. ",,
"Šnipiškių","Šiaudinės g.",,
"Šnipiškių","Šilutės g.",,
"Šnipiškių","Širvintų g.",,
"Šnipiškių","Šnipiškių g.",,
"Šnipiškių","Tauragnų g.",,
"Šnipiškių","Trimitų g.",,
"Šnipiškių","Turgaus g.",,
"Šnipiškių","Upės g.",,
"Šnipiškių","Utenos g.","60-122, 115-137",
"Šnipiškių","Veprių g.",,
"Verkių","Žalgirio g. ",,
"Verkių","Žvejų g.",,
"Verkių","A.  R.  Niemio g.",,
"Verkių","A. Telyčėno g.",,
"Verkių","A.Mackaus g.",,
"Verkių","A.Šabaniausko g. ",,
"Verkių","Aitvarų g. ",,
"Verkių","Akademijos g.",,
"Verkių","Alko g.","1-15, 2-14",
"Verkių","Apynių g. ",,
"Verkių","Ateities g.",,
"Verkių","Aukuro g. ",,
"Verkių","Austėjos g. ",,
"Verkių","Aušrinės g. ",,
"Verkių","Aviečių g. ",,
"Verkių","Avietyno g.",,
"Verkių","Avižų g.",,
"Verkių","B. Vainos g.",,
"Verkių","B.Dvariono g. ",,
"Verkių","B.Krivicko g.",,
"Verkių","B.Steponaitienės g.",,
"Verkių","Babinių g. ",,
"Verkių","Babinių Sodų 21-oji g.",,
"Verkių","Babinių Sodų 22-oji g.",,
"Verkių","Babinių Sodų 23-oji g.",,
"Verkių","Babinių Sodų 25-oji g.",,
"Verkių","Babinių Sodų 26-oji g.",,
"Verkių","Babinių Sodų 27-oji g.",,
"Verkių","Babinių Sodų 28-oji g.",,
"Verkių","Babinių Sodų 1-oji g.",,
"Verkių","Babinių Sodų 2-oji g.",,
"Verkių","Babinių Sodų 3-oji g.",,
"Verkių","Babinių Sodų 4-oji g.",,
"Verkių","Babinių Sodų 5-oji g.",,
"Verkių","Babinių Sodų 6-oji g.",,
"Verkių","Babinių Sodų 7-oji g.",,
"Verkių","Babinių Sodų 8-oji g.",,
"Verkių","Babinių Sodų 9-oji g.",,
"Verkių","Babinių Sodų 10-oji g.",,
"Verkių","Babinių Sodų 11-oji g.",,
"Verkių","Babinių Sodų 12-oji g.",,
"Verkių","Babinių Sodų 13-oji g.",,
"Verkių","Babinių Sodų 14-oji g.",,
"Verkių","Babinių Sodų 15-oji g.",,
"Verkių","Babinių Sodų 16-oji g.",,
"Verkių","Babinių Sodų 17-oji g.",,
"Verkių","Babinių Sodų 18-oji g.",,
"Verkių","Babinių Sodų 19-oji g.",,
"Verkių","Bagutiškių g.",,
"Verkių","Bajorų kelias ",,
"Verkių","Bajorų kelio 1-oji g.",,
"Verkių","Bajorų kelio 2-oji g.",,
"Verkių","Bajorų kelio 4-oji g.",,
"Verkių","Bajorų Sodų g.",,
"Verkių","Bajorų Sodų  1-oji g.",,
"Verkių","Bajorų Sodų  2-oji g.",,
"Verkių","Bajorų Sodų  3-oji g.",,
"Verkių","Bajorų Sodų  4-oji g.",,
"Verkių","Bajorų Sodų  5-oji g.",,
"Verkių","Bajorų Sodų  6-oji g.",,
"Verkių","Bajorų Sodų  7-oji g.",,
"Verkių","Bajorų Sodų  8-oji g.",,
"Verkių","Bajorų Sodų  9-oji g.",,
"Verkių","Bajorų Sodų  10-oji g.",,
"Verkių","Bajorų Sodų  11-oji g.",,
"Verkių","Bajorų Sodų  12-oji g.",,
"Verkių","Bajorų Sodų  13-oji g.",,
"Verkių","Bajorų Sodų  14-oji g.",,
"Verkių","Bajorų Sodų  15-oji g.",,
"Verkių","Bajorų Sodų  16-oji g.",,
"Verkių","Bajorų Sodų  17-oji g.",,
"Verkių","Bajorų Sodų  18-oji g.",,
"Verkių","Bajorų Sodų  19-oji g.",,
"Verkių","Bajorų Sodų  20-oji g.",,
"Verkių","Bajorų Sodų  21-oji g.",,
"Verkių","Bajorų Sodų  22-oji g.",,
"Verkių","Bajorų Sodų  23-oji g.",,
"Verkių","Bajorų Sodų  24-oji g.",,
"Verkių","Bajorų Sodų  25-oji g.",,
"Verkių","Bajorų Sodų  26-oji g.",,
"Verkių","Bajorų Sodų  27-oji g.",,
"Verkių","Bajorų Sodų  28-oji g.",,
"Verkių","Bajorų Sodų  29-oji g.",,
"Verkių","Bajorų Sodų  30-oji g.",,
"Verkių","Bajorų Sodų  31-oji g.",,
"Verkių","Bajorų Sodų  32-oji g.",,
"Verkių","Bajorų Sodų  33-oji g.",,
"Verkių","Balsių g. ",,
"Verkių","Balsių Sodų 1-oji g.",,
"Verkių","Balsių Sodų 2-oji g.",,
"Verkių","Balsių Sodų 3-oji g.",,
"Verkių","Balsių Sodų 4-oji g.",,
"Verkių","Balsių Sodų 5-oji g.",,
"Verkių","Balsių Sodų 6-oji g.",,
"Verkių","Balsių Sodų 7-oji g.",,
"Verkių","Balsių Sodų 8-oji g.",,
"Verkių","Balsių Sodų 9-oji g.",,
"Verkių","Balsių Sodų 10-oji g.",,
"Verkių","Balsių Sodų 11-oji g.",,
"Verkių","Balsių Sodų 12-oji g.",,
"Verkių","Baltupio g.",,
"Verkių","Biochemikų g.",,
"Verkių","Birelių g. ",,
"Verkių","Birelių Sodų g.",,
"Verkių","Birelių Sodų 1-oji g.",,
"Verkių","Birelių Sodų 2-oji g.",,
"Verkių","Birelių Sodų 3-oji g.",,
"Verkių","Birelių Sodų 4-oji g.",,
"Verkių","Birelių Sodų 5-oji g.",,
"Verkių","Birelių Sodų 6-oji g.",,
"Verkių","Birelių Sodų 7-oji g.",,
"Verkių","Birelių Sodų 8-oji g.",,
"Verkių","Birelių Sodų 9-oji g.",,
"Verkių","Birelių Sodų 10-oji g.",,
"Verkių","Birelių Sodų 11-oji g.",,
"Verkių","Birelių Sodų 12-oji g.",,
"Verkių","Birelių Sodų 13-oji g.",,
"Verkių","Birelių Sodų 14-oji g.",,
"Verkių","Birelių Sodų 15-oji g.",,
"Verkių","Birelių Sodų 16-oji g.",,
"Verkių","Birelių Sodų 17-oji g.",,
"Verkių","Birelių Sodų 18-oji g.",,
"Verkių","Birelių Sodų 19-oji g.",,
"Verkių","Birelių Sodų 20-oji g.",,
"Verkių","Birelių Sodų 21-oji g.",,
"Verkių","Birelių Sodų 22-oji g.",,
"Verkių","Birelių Sodų 23-oji g.",,
"Verkių","Birelių Sodų 24-oji g.",,
"Verkių","Birelių Sodų 25-oji g.",,
"Verkių","Dausprungo g.",,
"Verkių","Dausų g. ",,
"Verkių","Didlaukio g.  ",,
"Verkių","Didžiųjų Gulbinų g.",,
"Verkių","Dundulio g. ",,
"Verkių","Dvariškių g. ",,
"Verkių","Dvaro g. ",,
"Verkių","E. Valavičiaus g.",,
"Verkių","Europos parko g. ",,
"Verkių","Fizikų g. ",,
"Verkių","Galuklonių g.",24,
"Verkių","Garšvėnų g.",,
"Verkių","Geležinio Vilko g. ",,
"Verkių","Girinio g. ",,
"Verkių","Grūšiakalnio g.",,
"Verkių","Gulbinėlių g.",,
"Verkių","Gulbinėlių Sodų 1-oji g. ",,
"Verkių","Gulbinų g.                                           ",,
"Verkių","H.Radausko g.",,
"Verkių","Išilginės  g. ",,
"Verkių","J. Balčikonio g.",,
"Verkių","J. Bialozoro g.",,
"Verkių","J. Lebedžio g.",,
"Verkių","J. Pikčilingio g.",,
"Verkių","J. Radvilos g.",,
"Verkių","J. Ralio g.",,
"Verkių","J.Degutytės g. ",,
"Verkių","J.Franko g.",,
"Verkių","J.Kazlausko g. ",,
"Verkių","J.Tallat-Kelpšos g.",,
"Verkių","Jauronių g. ",,
"Verkių","Jeruzalės g.",,
"Verkių","Jundos g.",,
"Verkių","Juozapiškių g. ",,
"Verkių","K. Borutos g.",,
"Verkių","K. Ulvydo g.","202-10000, 157-9999",
"Verkių","Kairiūkščio g.",,
"Verkių","Kalvarijų g.","157-335, 202-300",
"Verkių","Kalvarijų Sodų 1-oji g.",,
"Verkių","Kalvarijų Sodų 2-oji g.",,
"Verkių","Kalvarijų Sodų 3-oji g.",,
"Verkių","Kalvarijų Sodų 4-oji g.",,
"Verkių","Kalvarijų Sodų 5-oji g.",,
"Verkių","Kalvarijų Sodų 6-oji g.",,
"Verkių","Kalvarijų Sodų 7-oji g.",,
"Verkių","Kalvarijų Sodų 8-oji g.",,
"Verkių","Kalvarijų Sodų 9-oji g.",,
"Verkių","Kalvarijų Sodų 10-oji g.",,
"Verkių","Kalvarijų Sodų 11-oji g.",,
"Verkių","Kaukų g.",,
"Verkių","Kmitos g. ",,
"Verkių","Kolektyvo g.",,
"Verkių","Korių g. ",,
"Verkių","Krakiškių g. ",,
"Verkių","Krakiškių Sodų 1-oji g.",,
"Verkių","Krakiškių Sodų 2-oji g.",,
"Verkių","Krakiškių Sodų 3-oji g.",,
"Verkių","Krakiškių Sodų 4-oji g.",,
"Verkių","Krakiškių Sodų 5-oji g.",,
"Verkių","Krakiškių Sodų 6-oji g.",,
"Verkių","Krakiškių Sodų 7-oji g.",,
"Verkių","Krakiškių Sodų 8-oji g.",,
"Verkių","Krakiškių Sodų 9-oji g.",,
"Verkių","Krakiškių Sodų 10-oji g.",,
"Verkių","Krakiškių Sodų 11-oji g.",,
"Verkių","Krakiškių Sodų 12-oji g.",,
"Verkių","Krakiškių Sodų 13-oji g.",,
"Verkių","Krakiškių Sodų 14-oji g.",,
"Verkių","Krakiškių Sodų 15-oji g.",,
"Verkių","Krakiškių Sodų 16-oji g.",,
"Verkių","Krakiškių Sodų 17-oji g.",,
"Verkių","Krakiškių Sodų 18-oji g.",,
"Verkių","Krakiškių Sodų 19-oji g.",,
"Verkių","Krakiškių Sodų 20-oji g.",,
"Verkių","Krakiškių Sodų 21-oji g.",,
"Verkių","Kremplių g. ",,
"Verkių","Kryžiokų g.",,
"Verkių","Kryžiokų Sodų 1-oji g.",,
"Verkių","Kryžiokų Sodų 2-oji g.",,
"Verkių","Kryžiokų Sodų 3-oji g.",,
"Verkių","Kryžiokų Sodų 4-oji g.",,
"Verkių","Kryžiokų Sodų 5-oji g.",,
"Verkių","Kryžiokų Sodų 6-oji g.",,
"Verkių","Kryžiokų Sodų 7-oji g.",,
"Verkių","Kryžiokų Sodų 8-oji g.",,
"Verkių","Kryžiokų Sodų 9-oji g.",,
"Verkių","Kryžiokų Sodų 10-oji g.",,
"Verkių","Kryžiokų Sodų 11-oji g.",,
"Verkių","Kryžiokų Sodų 12-oji g.",,
"Verkių","Kryžiokų Sodų 13-oji g.",,
"Verkių","Krutulio g.",,
"Verkių","Kurklių g. ",,
"Verkių","Kviečių g.",,
"Verkių","Laimos g.",,
"Verkių","Laukelių g.",,
"Verkių","Lauksargio g. ",,
"Verkių","Laumių g.",,
"Verkių","Lydimėlių g.",,
"Verkių","Lobio g.",,
"Verkių","M.Bukšos g.",,
"Verkių","M. Horodničienės g. ",,
"Verkių","M. Indriliūno g.",,
"Verkių","M. Marcinkevičiaus g.",,
"Verkių","Maumedžių g.",,
"Verkių","Miežių g.",,
"Verkių","M. Lietuvio g.",,
"Verkių","Mokyklos g.",,
"Verkių","Mokslininkų g.",,
"Verkių","Molėtų plentas ",,
"Verkių","Naujakiemio g.",,
"Verkių","Naujanerių g.",,
"Verkių","Naujanerių Sodų 1-oji g.",,
"Verkių","Naujanerių Sodų 2-oji g.",,
"Verkių","Naujanerių Sodų 3-oji g.",,
"Verkių","Naujanerių Sodų 4-oji g.",,
"Verkių","Naujanerių Sodų 5-oji g.",,
"Verkių","Naujanerių Sodų 6-oji g.",,
"Verkių","Naujanerių Sodų 7-oji g.",,
"Verkių","Naujanerių Sodų 8-oji g.",,
"Verkių","Netimero g.",,
"Verkių","Nolonių g.",,
"Verkių","Noragiškių g. ",,
"Verkių","Numėjos g.",,
"Verkių","O. Miciūtės g.","2-18, 18A",
"Verkių","Obelų g.",,
"Verkių","Ozo g.",,
"Verkių","Ožkinių Sodų 1-oji g.",,
"Verkių","Ožkinių Sodų 2-oji g.",,
"Verkių","Ožkinių Sodų 3-oji g.",,
"Verkių","Ožkinių Sodų 4-oji g.",,
"Verkių","Ožkinių Sodų 5-oji g.",,
"Verkių","Ožkinių Sodų 6-oji g.",,
"Verkių","Ožkinių Sodų 7-oji g.",,
"Verkių","Ožkinių Sodų 8-oji g.",,
"Verkių","Ožkinių Sodų 9-oji g.",,
"Verkių","Ožkinių Sodų 10-oji g.",,
"Verkių","Ožkinių Sodų 11-oji g.",,
"Verkių","Ožkinių Sodų 12-oji g.",,
"Verkių","Ožkinių Sodų 13-oji g.",,
"Verkių","Ožkinių Sodų 14-oji g.",,
"Verkių","Pijų g.",,
"Verkių","Pilnaties g.",,
"Verkių","Popieriaus g.",,
"Verkių","Prašiškių g.",,
"Verkių","Pukuvero g.",,
"Verkių","Pušyno kelias                                        ",,
"Verkių","Ragės g.",,
"Verkių","Ragučio g. ",,
"Verkių","Raudonės g. ",,
"Verkių","Riešės g.",,
"Verkių","Romuvos g.",,
"Verkių","Rugių g.",,
"Verkių","Sakališkių g. ",,
"Verkių","Santariškių g.",,
"Verkių","Senolių g.",,
"Verkių","Skersinės g.",,
"Verkių","Skersinės Sodų 1-oji g.",,
"Verkių","Skersinės Sodų 2-oji g.",,
"Verkių","Skersinės Sodų 3-oji g.",,
"Verkių","Skersinės Sodų 4-oji g.",,
"Verkių","Skersinės Sodų 5-oji g.",,
"Verkių","Skersinės Sodų 6-oji g.",,
"Verkių","Skersinės Sodų 7-oji g.",,
"Verkių","Skersinės Sodų 8-oji g.",,
"Verkių","Skersinės Sodų 9-oji g.",,
"Verkių","Stalioriškių g.",,
"Verkių","Stomiškių g.",,
"Verkių","Šaulio g.",,
"Verkių","Šiukštulių g. ",,
"Verkių","Trinapolio g.",,
"Verkių","Ugnies g.",,
"Verkių","Užpalių g. ",,
"Verkių","V. Daunio g. ",,
"Verkių","V. Gerulaičio g.",,
"Verkių","V. Protasevičiaus g.",,
"Verkių","V.Drėmos g. ",,
"Verkių","V.Kuzmos g.",,
"Verkių","V.Mačernio g.",,
"Verkių","Vaidevučio g.",,
"Verkių","Vanaginės Sodų 1-oji g.",,
"Verkių","Vanaginės Sodų 2-oji g.",,
"Verkių","Vanaginės Sodų 3-oji g.",,
"Verkių","Vanaginės Sodų 4-oji g.","51-9999, 62-10000 ",
"Verkių","Vanaginės Sodų 5-oji g.",,
"Verkių","Verkių g.","51-331, 62-272",
"Verkių","Verkių Riešės g.",,
"Verkių","Verkių Sodų 1-oji g.",,
"Verkių","Verkių Sodų 2-oji g.",,
"Verkių","Verkių Sodų 3-oji g.",,
"Verkių","Verkių Sodų 4-oji g.",,
"Verkių","Verkių Sodų 5-oji g.",,
"Verkių","Vilkynės g.",,
"Verkių","Vindaubos g.","1-35, 49-9999, 32-10000",
"Verkių","Visalaukio g.",,
"Verkių","Visorių g.","5-29, 35, 47-61, 36A-100",
"Verkių","Visorių Sodų g.",,
