full_name,institution_name,institution_id,institution_type,email,contact_info
Edvardas Bočkus,Šilutės rajono savivaldybė Gardamo seniūnija Bliūdsukių,1018,5,,Šiaudinų II k.
Albinas Bakutis,Šilutės rajono savivaldybė Juknaičių seniūnija Juknaičių I,1019,5,,"Beržų g. 7, Juknaičiai"
Laima Barkauskienė,Šilutės rajono savivaldybė Juknaičių seniūnija Juknaičių II,1020,5,,"Šiloko g. 4-6, Juknaičiai"
Keistutis Rojus,Šilutės rajono savivaldybė Juknaičių seniūnija Kanteriškių,1021,5,,Kanteriškių k.
Ričardas Ubartas,Šilutės rajono savivaldybė Juknaičių seniūnija Šėrių,1022,5,,Šėrių k.
Raimondas Kuzmarskis,Šilutės rajono savivaldybė Juknaičių seniūnija Paleičių,1023,5,,Paleičių k.
Bronius Šarka,Šilutės rajono savivaldybė Juknaičių seniūnija Leitgirių,1024,5,,Leitgirių k.
Vincas Agintas,Šilutės rajono savivaldybė Juknaičių seniūnija Tarvydų,1025,5,,Pašyšių k.
Vanda Grygalienė,Šilutės rajono savivaldybė Juknaičių seniūnija Pašyšių,1026,5,,Tarvydų k.
Vanda Šiaudvytienė,Šilutės rajono savivaldybė Juknaičių seniūnija Menklaukių,1027,5,,Menklaukių k.
Aloyzas Šiaudvytis,Šilutės rajono savivaldybė Juknaičių seniūnija Drunšilių,1028,5,,Drunšilių k.
Alma Baliutavičienė,Šilutės rajono savivaldybė Juknaičių seniūnija Rumšų,1029,5,,Rumšų k.
Marina Lodusova,Šilutės rajono savivaldybė Katyčių seniūnija Katyčių,1030,5,,Katyčiai
Zigmantas Skurdelis,Šilutės rajono savivaldybė Katyčių seniūnija Versmininkų,1031,5,,Versmininkų k.
Alytė Stirbienė,Šilutės rajono savivaldybė Katyčių seniūnija Stubrių,1032,5,,Stubrių k.
Pranciškus Viršilas,Šilutės rajono savivaldybė Kintų seniūnija Kintų,1033,5,,Kintų mstl.
Valentinas Gecevičius,Šilutės rajono savivaldybė Kintų seniūnija Kiškių,1034,5,,Kiškių k.
Irena Kulbokienė,Šilutės rajono savivaldybė Kintų seniūnija Mockių,1035,5,,Mockių k.
Elena Valentina Nevierienė,Šilutės rajono savivaldybė Kintų seniūnija Sakūčių,1036,5,,Sakūčių k.
Antanas Lučinskas,Šilutės rajono savivaldybė Kintų seniūnija Rūgalių,1037,5,,Rūkalių k.
Žygimantas Šarakauskas,Šilutės rajono savivaldybė Kintų seniūnija Minijos,1038,5,,Minijos k.
Jūratė Jakienė,Šilutės rajono savivaldybė Kintų seniūnija Stankiškių,1039,5,,Stankiškių k.
Antanina Adomaitytė,Šilutės rajono savivaldybė Kintų seniūnija Ventės,1040,5,,Ventės k.
Petras Lengvinas,Šilutės rajono savivaldybė Rusnės seniūnija Rusnės,1041,5,,"Neringos g.36, Rusnė"
Edita Katutienė,Šilutės rajono savivaldybė Rusnės seniūnija Šyškrantės,1042,5,,Uostadvario k. 20
Birutė Gustienė,Šilutės rajono savivaldybė Rusnės seniūnija Pakalnės,1043,5,,Pakalnės k. 47
Jūratė Stulgienė,Šilutės rajono savivaldybė Saugų seniūnija Berciškės,1044,5,,Berciškės k.
Daiva Mišeikienė,Šilutės rajono savivaldybė Saugų seniūnija Aisėnų,1045,5,midaiva@gmail.com,Vilkyčių k.
Ona Birutė Dambrauskienė,Šilutės rajono savivaldybė Saugų seniūnija Žemaitkiemio,1046,5,,Žemaitkiemio k.
Vladimiras Adomaitis,Šilutės rajono savivaldybė Saugų seniūnija Lapynų,1047,5,,Lapynų k.
Teisutis Pilibaitis,Šilutės rajono savivaldybė Saugų seniūnija Petrelių,1048,5,,Alkos k.
Vilija Kalvienė,Šilutės rajono savivaldybė Saugų seniūnija Vilkmedžių,1049,5,,Kebelių k.
Snieguolė Brazdeikienė,Šilutės rajono savivaldybė Saugų seniūnija Sakūtėlių,1050,5,,Sakūtėlių k.
Jonas Alfonsas Tolius,Šilutės rajono savivaldybė Saugų seniūnija Kukorų,1051,5,,Kukorų k.
Valdemaras Urbonas,Šilutės rajono savivaldybė Saugų seniūnija Lankupių,1052,5,lankupiai@hotmail.com,Lankupių k.
Birutė Pilipavičienė,Šilutės rajono savivaldybė Saugų seniūnija Saugų,1053,5,birutepil@gmail.com,Saugų k.
Vytautas Vincas Liutkus,Šilutės rajono savivaldybė Saugų seniūnija Vilkyčių,1054,5,,Vilkyčių k.
Vitalijus Laktionkinas,Šilutės rajono savivaldybė Šilutės seniūnija Pagrynių,1055,5,,"Bokšto g. 7, Pagryniai"
Zita Birutė Gecevičienė,Šilutės rajono savivaldybė Šilutės seniūnija Gaidelių,1056,5,,Gaidelių k.
Romualdas Jovaiša,Šilutės rajono savivaldybė Šilutės seniūnija Macikų,1057,5,,Juknaičių k.
Birutė Danutė Valiulienė,Šilutės rajono savivaldybė Šilutės seniūnija Laučių,1058,5,,Laučių k.
Vladas Kainovaitis,Šilutės rajono savivaldybė Šilutės seniūnija Grabupių,1059,5,,Grabupių k.
Pranas Sirtautas,Šilutės rajono savivaldybė Šilutės seniūnija Traksėdžių,1060,5,,"Šilojų g. 11-35,Traksėdžių k."
Orestas Lidžius,Šilutės rajono savivaldybė Šilutės seniūnija Šilutės,1061,5,,"Liepų g. 20-26, Šilutė"
Nijolė Vadeikienė,Šilutės rajono savivaldybė Šilutės seniūnija Šilutės Naujakurių,1062,5,,"Alkos g. 5, Šilutė"
Ramutė Kungienė,Šilutės rajono savivaldybė Švėkšnos seniūnija Stemplių – Jurkaičių,1063,5,,Bumbuliškės k.
Jonas Oželis,Šilutės rajono savivaldybė Švėkšnos seniūnija Vilkų Kampo – Tvaskučių,1064,5,,Vilkų kampo k.
Valentinas Vanagas,Šilutės rajono savivaldybė Švėkšnos seniūnija Inkaklių – Jurgaičių,1065,5,,Inkaklių k.
Tatjana Jakštienė,Šilutės rajono savivaldybė Švėkšnos seniūnija Paulaičių – Virkytų,1066,5,,Žagatpurvių k.
Pranas Bliūdžius,Šilutės rajono savivaldybė Švėkšnos seniūnija Jonikų – Pavilnučio,1067,5,,Jonikų k.
Mindaugas Bočkus,Šilutės rajono savivaldybė Švėkšnos seniūnija Gedminaičių – Gedikų,1068,5,,Gedminaičių k.
Rolandas Mockus,Šilutės rajono savivaldybė Švėkšnos seniūnija Švėkšnos – Veiviržėnų,1069,5,,"Bažnyčios g. 6, Švėkšna"
Remigijus Oželis,Šilutės rajono savivaldybė Švėkšnos seniūnija Švėkšnos – Vilkėnų,1070,5,,"Nemuno g. 2, Švėkšna"
Arūnas Kurlianskas,Šilutės rajono savivaldybė Švėkšnos seniūnija Švėkšnos – Gedminaičių,1071,5,,"Gintaro g.20, Švėkšna"
Audronė Milerienė,Šilutės rajono savivaldybė Usėnų seniūnija Žemaitkiemio,1072,5,,Žemaitkiemio k.
Vidas Jasevičius,Šilutės rajono savivaldybė Usėnų seniūnija Usėnų,1073,5,,Usėnų k.
Veronika Tverskienė,Šilutės rajono savivaldybė Vainuto seniūnija Aužbikavio,1074,5,tvepet@gmail.com,Aužbikavio k.
Jonas Sudeikis,Šilutės rajono savivaldybė Vainuto seniūnija Balčių,1075,5,,Balčių k.
Sigita Ežerinskienė,Šilutės rajono savivaldybė Vainuto seniūnija Bikavėnų,1076,5,e.sigita@erdves.lt,Bikavėnų k.
Salomėja Pakalnienė,Šilutės rajono savivaldybė Vainuto seniūnija Gorainių,1077,5,salomeja@gmail.com,Gorainių k.
Renata Lukočienė,Šilutės rajono savivaldybė Vainuto seniūnija Lazduonėnų,1078,5,,Lazduonėnų k.
Jovita Šiaudvytienė,Šilutės rajono savivaldybė Vainuto seniūnija Lolyčio,1079,5,,Lolytės k.
Zigmas Budreckas,Šilutės rajono savivaldybė Vainuto seniūnija Vainuto,1080,5,,"A. Baranausko g. 14, Vainutas"
Tomas Bartkus,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Ciparių,1081,5,bartkustomas@gmail.com,Vanagių k.
Stasys Baltutis,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Grygališkės,1082,5,,Grygališkės k.
Stefanija Freitakienė,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Palendrių,1083,5,,Žiogaičių k.
Dalia Kararinienė,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Kulėšių,1084,5,e.kararino.imone@gmail.com,Kulėšų k.
Irena Krutikovienė,"Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Žemaičių Naumiesčio mstl., Dariaus ir Girėno",1085,5,irenak@super.lt,"Mindaugo g. 2, Žemaičių Naumiestis"
Daiva Lengvinienė,"Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Žemaičių Naumiesčio mstl., Klaipėdos",1086,5,d.lengviniene@gmail.com,"Vytauto g. 28, Žemaičių Naumiestis"
Ramutė Šveikauskienė,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Juodžių,1087,5,,Juodžių k.
Irena Vismantienė,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Degučių,1088,5,irenavism@gmail.com,Degučių k.
Birutė Žymančienė,Šilutės rajono savivaldybė Žemaičių Naumiesčio seniūnija Kadagiškių,1089,5,biruteoho@gmail.com,Kadagiškių k.
Inga Stankutė,Telšių rajono savivaldybė Telšių miesto seniūnija Masčio,1090,5,,
Antanas Gaudiešius,Telšių rajono savivaldybė Telšių miesto seniūnija Luokės,1091,5,,Lygumų g. 57-8
Mindaugas Mikuckis,Telšių rajono savivaldybė Telšių miesto seniūnija Karaliaus Mindaugo,1092,5,mmikuckis@gmail.com,
Deividas Česnauskis,Telšių rajono savivaldybė Telšių miesto seniūnija Germanto,1093,5,d.cesnauskis@gmail.com,Kretingos g. 7
Valė Beržienė,Telšių rajono savivaldybė Telšių miesto seniūnija Senamiesčio,1094,5,levanda.vale@gmail.com,Birutės g. 50-2
Jolanta Apinienė,Telšių rajono savivaldybė Telšių miesto seniūnija Naujamiesčio,1095,5,jolanta@andernetas.lt,Dirkstelių g. 7
Vita Kazlauskienė,Telšių rajono savivaldybė Degaičių seniūnija Anulėnų,1096,5,vita.kazlauskiene@ldb.lt,
Adelė Regina Srėbalienė,Telšių rajono savivaldybė Degaičių seniūnija Eigirdžių,1097,5,eigirdziubendruomene@gmail.com,
Remigijus Puplauskas,Telšių rajono savivaldybė Gadūnavo seniūnija Buožėnų,1098,5,remisbaldai@gmail.com,
Zofija Birutė Kikilienė,Telšių rajono savivaldybė Gadūnavo seniūnija Džiuginėnų,1099,5,,
Valdas Kačinskis,Telšių rajono savivaldybė Gadūnavo seniūnija Gedrimų,1100,5,v.kacinskis@gmail.com,
Simonas Baliutavičius,Telšių rajono savivaldybė Luokės seniūnija Luokės,1101,5,,
Jadvyga Paulauskienė,Telšių rajono savivaldybė Luokės seniūnija Biržuvėnų,1102,5,,
Karolina Šežikienė,Telšių rajono savivaldybė Luokės seniūnija Viekšnalių,1103,5,,
Diana Šimkuvienė,Telšių rajono savivaldybė Luokės seniūnija Baltininkų,1104,5,,
Marius Praspaliauskas,Telšių rajono savivaldybė Nevarėnų seniūnija Nevarėnų,1105,5,,
Augenija Gecevičienė,Telšių rajono savivaldybė Nevarėnų seniūnija Mitkaičių,1106,5,,
Lina Račkauskienė,Telšių rajono savivaldybė Nevarėnų seniūnija Nerimdaičių,1107,5,,
Albinas Juškevičius,Telšių rajono savivaldybė Ryškėnų seniūnija Ryškėnų,1108,5,,
Ona Lileikienė,Telšių rajono savivaldybė Ryškėnų seniūnija Lauko Sodos,1109,5,,
Danutė Kontrimienė,Telšių rajono savivaldybė Ryškėnų seniūnija Lieplaukės,1110,5,,
Birutė Gailienė,Telšių rajono savivaldybė Ryškėnų seniūnija Užgirių k.,1111,5,,
Alvydas Jokšas,Telšių rajono savivaldybė Tryškių seniūnija Leilėnų,1112,5,alvydasjoksas@centras.lt,
Romas Lindautas,Telšių rajono savivaldybė Tryškių seniūnija Tryškių,1113,5,,
Levonida Navickienė,Telšių rajono savivaldybė Tryškių seniūnija Dirmeikių,1114,5,,
Kazimieras Jakas,Telšių rajono savivaldybė Tryškių seniūnija Ubiškės,1115,5,ubiskesbendruomene@gmail.com,
Irena Rubežienė,Telšių rajono savivaldybė Tryškių seniūnija Dūseikių,1116,5,,
Danutė Žilienė,Telšių rajono savivaldybė Upynos seniūnija Upynos,1117,5,,
Nijolė Visockienė,Telšių rajono savivaldybė Upynos seniūnija Kirklių,1118,5,,
Teresė Usienė,Telšių rajono savivaldybė Upynos seniūnija Gaulėnų,1119,5,,
Ilona Danielienė,Telšių rajono savivaldybė Upynos seniūnija Kaunatavos,1120,5,,
Ramūnas Bunkevičius,Telšių rajono savivaldybė Varnių seniūnija Varnių,1121,5,,
Ona Mendelienė,Telšių rajono savivaldybė Varnių seniūnija Gintalų,1122,5,,
Dalytė Steponavičienė,Telšių rajono savivaldybė Varnių seniūnija Janapolės,1123,5,,
Remigijus Bytautas,Telšių rajono savivaldybė Varnių seniūnija Ožtakių,1124,5,,
Tadas Gailius,Telšių rajono savivaldybė Varnių seniūnija Pavandenės,1125,5,,
Regina Godiliauskienė,Telšių rajono savivaldybė Viešvėnų seniūnija Rainių,1126,5,,
Gintaras Matusevičius,Telšių rajono savivaldybė Viešvėnų seniūnija Viešvėnų,1127,5,,
Vilma Blažienė,Telšių rajono savivaldybė Viešvėnų seniūnija Rūdupių,1128,5,,
Laimutė Urbonavičienė,Telšių rajono savivaldybė Viešvėnų seniūnija Vembūtų,1129,5,,
Stasys Norvaišas,Telšių rajono savivaldybė Žarėnų seniūnija Žarėnų,1130,5,,
Kristina Vaitiekaitienė,Telšių rajono savivaldybė Žarėnų seniūnija Kegų,1131,5,,
Rita Jančauskienė,Telšių rajono savivaldybė Žarėnų seniūnija Feliksavo,1132,5,,
Irena Jazbutienė,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija Senamiesčio,1133,5,i.jazsbutiene@vmi.lt,
Viktorija Jokubauskienė,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija V. Kudirkos,1134,5,v.jokubauskiene@vmi.lt,
Irena Vanagienė,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija Respublikos,1135,5,irena.vanagiene@gmail.com,
Nijolė Tautkienė,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija Ramučių,1136,5,,
Eugenija Petkauskienė,Akmenės rajono savivaldybė Naujosios Akmenės miesto seniūnija Naujamiesčio,1137,5,,
Zigfridas Pilvinis,Akmenės rajono savivaldybė Akmenės seniūnija Akmenės,1138,5,p.herbertas@gmail.com,
Margarita Skabeikienė,Akmenės rajono savivaldybė Akmenės seniūnija Dabikinėlės,1139,5,info@extempas.lt,
Dalia Kojelienė,Akmenės rajono savivaldybė Akmenės seniūnija Gulbinų,1140,5,,
Rasa Gadeikytė,Akmenės rajono savivaldybė Akmenės seniūnija Agluonų,1141,5,,
Danutė Adomauskienė,Akmenės rajono savivaldybė Ventos seniūnija Ventos m.,1142,5,danute.adomauskiene@gmail.com,
Žana Savickienė,Akmenės rajono savivaldybė Ventos seniūnija „Draugystės“,1143,5,zanasavi@gmail.com,
Genovaitė Skerstonienė,Akmenės rajono savivaldybė Ventos seniūnija Žerkščių,1144,5,,
Judita Sidabrienė,Akmenės rajono savivaldybė Ventos seniūnija Ventos k.,1145,5,,
Boleslovas Gricius,Akmenės rajono savivaldybė Papilės seniūnija Daubiškių,1146,5,,
Dalia Banuškevičienė,Akmenės rajono savivaldybė Papilės seniūnija Eglesių,1147,5,,
Rita Masiulienė,Akmenės rajono savivaldybė Papilės seniūnija Kairiškių,1148,5,rita.masiuliene @ gmail.com,
Dovilė Joniškienė,Akmenės rajono savivaldybė Papilės seniūnija Papilės,1149,5,joniskiai@ nkm.lt,
Rima Urmonienė,Akmenės rajono savivaldybė Kruopių seniūnija Kruopių,1150,5,rimucia@info.lt,
Regina Paulauskienė,Akmenės rajono savivaldybė Kruopių seniūnija Šapnagių,1151,5,rpaulauskien5@gmail.com,
Danutė Kriaučiūnienė,Akmenės rajono savivaldybė Naujosios Akmenės kaimiškoji seniūnija Alkiškių,1152,5,,
Roma Kristinaitienė,Akmenės rajono savivaldybė Naujosios Akmenės kaimiškoji seniūnija Kivylių,1153,5,grobiene@iaho.com,
Antanas Balčiūnas,Akmenės rajono savivaldybė Naujosios Akmenės kaimiškoji seniūnija Sablauskių,1154,5,antanas.kanteikiai@gmail.com,
Valerijus Mitrofanovas,Akmenės rajono savivaldybė Naujosios Akmenės kaimiškoji seniūnija Luokavos,1155,5,,
Aleksandra Puškorienė,Kretingos rajono savivaldybė Kretingos miesto seniūnija Centro,1156,5,Alepu@mail.com,
Antanas Lukauskas,Kretingos rajono savivaldybė Kretingos miesto seniūnija V.Kudirkos,1157,5,antanaslu@gmail.com,
Edmundas Mikaločius,Kretingos rajono savivaldybė Kretingos miesto seniūnija Turgaus,1158,5,E.Mikalocius@klrd.am.lt,
Algirdas Rumšas,Kretingos rajono savivaldybė Kretingos miesto seniūnija Paupio,1159,5,delta@takas.lt,
Giedrius Burba,Kretingos rajono savivaldybė Kretingos miesto seniūnija Jauryklos,1160,5,,
Benediktas Urbonas,Kretingos rajono savivaldybė Kretingos miesto seniūnija Žalgirio,1161,5,,
Germanas Motiejauskis,Kretingos rajono savivaldybė Kretingos miesto seniūnija Laukų,1162,5,g.motiejauskis@gmail.com,
Stepas Riekašius,Kretingos rajono savivaldybė Kretingos miesto seniūnija Akmenos,1163,5,,
Arvydas Grigaitis,Kretingos rajono savivaldybė Kretingos miesto seniūnija J. Pabrėžos,1164,5,arvydagri@gmail.com,
Mateušas Mockus,Kretingos rajono savivaldybė Kretingos miesto seniūnija Minijos,1165,5,,
Gintautas Juška,Kretingos rajono savivaldybė Kretingos miesto seniūnija Atgimimo,1166,5,Jugitransa@gmail.com,
Pranas Liaučius,Kretingos rajono savivaldybė Kretingos miesto seniūnija Statybininkų,1167,5,,
Algirdas Antanas Kuklys,Kretingos rajono savivaldybė Kretingos miesto seniūnija Pastaunyko,1168,5,Samamas15@gmail.com,
Zita Ona Macevičienė,Kretingos rajono savivaldybė Kretingos miesto seniūnija J.Jablonskio,1169,5,,
Arvydas Matiejauskas,Kretingos rajono savivaldybė Kretingos miesto seniūnija Dvaro,1170,5,midgardasjurate@gmail.com,
Daiva Pipiraitė,Kretingos rajono savivaldybė Kretingos miesto seniūnija Topolių,1171,5,rastine.miestas@kretinga.lt,
Vytautas Kazimieras Vaičionis,Kretingos rajono savivaldybė Kretingos miesto seniūnija Stadiono,1172,5,,
Nijolė Pocienė,Kretingos rajono savivaldybė Kretingos miesto seniūnija Užupio,1173,5,,
Ričardas Vaitkus,Kretingos rajono savivaldybė Kretingos miesto seniūnija J. Basanavičiaus,1174,5,vaitkus.ricardas@gmail.com,
Domas Derkintis,Kretingos rajono savivaldybė Kretingos miesto seniūnija Stoties,1175,5,,
Petras Vytas Mačiulis,Kretingos rajono savivaldybė Kretingos miesto seniūnija Briedžių,1176,5,,
Raimundas Puškorius,Kretingos rajono savivaldybė Kretingos miesto seniūnija Nemuno,1177,5,raimundaspuskorius@gmail.com,
Olivija Špokauskienė,Kretingos rajono savivaldybė Kretingos miesto seniūnija Bajorų,1178,5,pasaka08@gmail.com,
Steponas Zubernius,Kretingos rajono savivaldybė Kretingos miesto seniūnija Geštautų,1179,5,zubernius@gmail.com,
Romanas Jurgis Vizgaudas,Kretingos rajono savivaldybė Kretingos miesto seniūnija Penkininkų,1180,5,,
Liudvikas Žutautas,Kretingos rajono savivaldybė Kretingos miesto seniūnija Palangos,1181,5,,
Bernadeta Litvinienė,Kretingos rajono savivaldybė Darbėnų seniūnija Darbėnų miestelio Pietinio kvartalo,1182,5,b.litviniene@kretinga.lt,
Vanda Šimkuvienė,Kretingos rajono savivaldybė Darbėnų seniūnija Lazdininkų,1183,5,VandaSimk@one.lt,
Aida Mikutienė,Kretingos rajono savivaldybė Darbėnų seniūnija Laukžemės,1184,5,aida.mikutiene@gmail.com,
Birutė Stalmokienė,Kretingos rajono savivaldybė Darbėnų seniūnija Piliakalnio,1185,5,estalmokas@gmail.com,
Saulius Daugintis,Kretingos rajono savivaldybė Darbėnų seniūnija Plokščių,1186,5,,
Kazimieras Koncius,Kretingos rajono savivaldybė Darbėnų seniūnija Grūšlaukės,1187,5,,
Ramunė Navickienė,Kretingos rajono savivaldybė Darbėnų seniūnija Kumpikų,1188,5,ramunele.n@gmail.com,
Irena Gricienė,Kretingos rajono savivaldybė Darbėnų seniūnija Nausėdų,1189,5,,
Violeta Ruikienė,Kretingos rajono savivaldybė Darbėnų seniūnija Šukės,1190,5,ruivile89@gmail.com,
Artūras Juška,Kretingos rajono savivaldybė Darbėnų seniūnija Darbėnų miestelio Šiaurinio kvartalo,1191,5,arturasjuska@gmail.com,
Valys Butkus,Kretingos rajono savivaldybė Darbėnų seniūnija Darbėnų miestelio Centrinės dalies,1192,5,uabirenita@gmail.com,
Violeta Andrikaitienė,Jurbarko rajono savivaldybė Juodaičių seniūnija Gausantės,1193,5,andrikaitiene@gmail.com,
Gintaras Paulauskas,Jurbarko rajono savivaldybė Juodaičių seniūnija Mišiūnų,1194,5,gintaras.paulauskas@gmail.com,
Stanislovas Marcinkus,Jurbarko rajono savivaldybė Juodaičių seniūnija Centro,1196,5,,
Juozas Aksamitauskas,Jurbarko rajono savivaldybė Jurbarkų seniūnija Jurbarkų,1197,5,,
Rimgaudas Jonas Leimontas,Jurbarko rajono savivaldybė Jurbarkų seniūnija Rotulių,1198,5,,
Stasė Dulkienė,Jurbarko rajono savivaldybė Jurbarkų seniūnija Dainių,1199,5,stase57@gmail.com,
Rita Kalinskaitė,Jurbarko rajono savivaldybė Jurbarkų seniūnija Žindaičių,1200,5,ugnine.doroteja@hotmail.com,
Juozas Medeckis,Jurbarko rajono savivaldybė Eržvilko seniūnija Eržvilko,1201,5,,
Gerutis Leškys,Jurbarko rajono savivaldybė Eržvilko seniūnija Rutkiškių,1202,5,,
Gitana Matusevičienė,Jurbarko rajono savivaldybė Eržvilko seniūnija Kartupių,1203,5,,
Laima Keterienė,Jurbarko rajono savivaldybė Eržvilko seniūnija Lybiškių,1204,5,,
Jadvyga Paulikienė,Jurbarko rajono savivaldybė Eržvilko seniūnija Pašaltuonio,1205,5,,
Juozas Janarauskas,Jurbarko rajono savivaldybė Veliuonos seniūnija Antkalnės,1206,5,,
Vaidotas Misevičius,Jurbarko rajono savivaldybė Veliuonos seniūnija Veliuonos,1207,5,,
Albertas Ragaliauskis,Jurbarko rajono savivaldybė Veliuonos seniūnija Klangių,1208,5,,
Jovita Mišeikienė,Jurbarko rajono savivaldybė Veliuonos seniūnija Tamošių,1209,5,,
Alvydas Gudžiūnas,Jurbarko rajono savivaldybė Veliuonos seniūnija Šiaulių,1210,5,,
Sigutė Prišmantienė,Jurbarko rajono savivaldybė Veliuonos seniūnija Gricių,1211,5,,
Elena Latvienė,Jurbarko rajono savivaldybė Šimkaičių seniūnija Paskynų,1212,5,,
Kazimieras Šimkus,Jurbarko rajono savivaldybė Šimkaičių seniūnija Baltraitiškės,1213,5,,
Aušra Šiugždienė,Jurbarko rajono savivaldybė Šimkaičių seniūnija Kniečių,1214,5,,
Jonė Zaikauskienė,Jurbarko rajono savivaldybė Šimkaičių seniūnija Vadžgirio,1215,5,,
Vygantas Baršauskas,Jurbarko rajono savivaldybė Šimkaičių seniūnija Paulių,1216,5,,
Karolis Bosas,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Naujamiesčio,1217,5,karolisbosas@yahoo.com,
Romarika Pikelienė,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Kęstučio,1218,5,romarika@gmail.com,
Ramūnas Alminas,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Algirdo - Gedimino,1219,5,ralminas@takas.lt,
Jonas Zimmermann,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Sodų,1220,5,,
Aušra Undraitytė,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Centro,1221,5,,
Jonas Kniečiūnas,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Dariaus ir Girėno,1222,5,,
Janina Baltinienė,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Nemuno,1223,5,,
Virginija Grybauskienė,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Miškininkų,1224,5,grybauskai@zebra.lt,
Žydrūnas Butkus,Jurbarko rajono savivaldybė Jurbarko miesto seniūnija Kalnėnų,1225,5,kalnenai.seniunaitis@gmail.com,
Virginija Rasovienė,Jurbarko rajono savivaldybė Viešvilės seniūnija Drūtgalio,1226,5,,
Bronius Skvereckas,Jurbarko rajono savivaldybė Viešvilės seniūnija Vidurio,1227,5,,
Eglė Untulytė,Jurbarko rajono savivaldybė Viešvilės seniūnija Užupio,1228,5,,
Antanas Jucius,Jurbarko rajono savivaldybė Viešvilės seniūnija Ridelkalnio,1229,5,,
Asta Danisevičiūtė,Jurbarko rajono savivaldybė Viešvilės seniūnija Jūravos,1230,5,,
Gintautas Sinkevičius,Jurbarko rajono savivaldybė Smalininkų seniūnija Smalininkų m.,1231,5,,
Vanda Stonienė,Jurbarko rajono savivaldybė Smalininkų seniūnija Smalininkų k.,1232,5,,
Rasa Karalienė,Jurbarko rajono savivaldybė Smalininkų seniūnija Vidkiemio k.,1233,5,,
Audronė Vaivadienė,Jurbarko rajono savivaldybė Skirsnemunės seniūnija Skirsnemunės I k.,1234,5,enonad@gmail.com,
Vaidutė Streleckienė,Jurbarko rajono savivaldybė Skirsnemunės seniūnija Skirsnemunės II k.,1235,5,,
Juozas Tunaitis,Jurbarko rajono savivaldybė Skirsnemunės seniūnija Pilies k.,1236,5,,
Jurgita Šlyterienė,Jurbarko rajono savivaldybė Girdžių seniūnija Pavidaujo,1237,5,,
Ramūnas Budrius,Jurbarko rajono savivaldybė Girdžių seniūnija Gudelių,1238,5,,
Linas Klijūnas,Jurbarko rajono savivaldybė Girdžių seniūnija Girdžių,1239,5,,
Vytas Urbštas,Jurbarko rajono savivaldybė Raudonės seniūnija Raudonės,1240,5,,
Donatas Šumskas,Jurbarko rajono savivaldybė Raudonės seniūnija Graužėnų,1241,5,,
Rolanda Baranauskienė,Jurbarko rajono savivaldybė Raudonės seniūnija Raudonėnų,1242,5,,
Albinas Kazlauskas,Jurbarko rajono savivaldybė Raudonės seniūnija Stakių,1243,5,,
Petras Mockaitis,Jurbarko rajono savivaldybė Seredžiaus seniūnija Seredžiaus,1244,5,,
Žilvinas Steponavičius,Jurbarko rajono savivaldybė Seredžiaus seniūnija Padubysio,1245,5,zilvinassteponavicius@gmail.com,
Daivutė Gvildienė,Jurbarko rajono savivaldybė Seredžiaus seniūnija Klausučių,1246,5,klausuciai@lku.lt,
Vilma Jankūnienė,Jurbarko rajono savivaldybė Seredžiaus seniūnija Belvederio,1247,5,,
Jūratė Leskauskienė,Jurbarko rajono savivaldybė Seredžiaus seniūnija Armeniškių,1248,5,jurate.leskauskien1@gmail.com,
Kristina Maširkienė,Jurbarko rajono savivaldybė Seredžiaus seniūnija Vosbutų,1249,5,kriste@kaime.lt,
Juozas Rinkevičius,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Kazlų Rūdos m. 1,1258,5,rinkjuozas@gmail.com,
Liutauras Paškauskas,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Kazlų Rūdos m. 2 (Pušų),1259,5,lpaskauskas@gmail.com,
Rytis Žemaitis,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Kazlų Rūdos m. 3 (Mindaugo),1260,5,rzem@email.lt,
